Time_GMT	Temp_C					
6/14/2014 17:00	17.59342373					
6/14/2014 17:30	17.59342373					
6/14/2014 18:00	17.59342373					
6/14/2014 18:30	17.65542373					
6/14/2014 19:00	17.65542373					
6/14/2014 19:30	17.65542373					
6/14/2014 20:00	17.59342373					
6/14/2014 20:30	17.59342373					
6/14/2014 21:00	16.90542373					
6/14/2014 21:30	15.40542373					
6/14/2014 22:00	13.96842373					
6/14/2014 22:30	13.59342373					
6/14/2014 23:00	12.90542373					
6/14/2014 23:30	12.65542373					
6/15/2014 0:00	14.40542373					
6/15/2014 0:30	16.96842373					
6/15/2014 1:00	17.96842373					
6/15/2014 1:30	18.09342373					
6/15/2014 2:00	18.15542373					
6/15/2014 2:30	18.15542373					
6/15/2014 3:00	18.09342373					
6/15/2014 3:30	18.15542373					
6/15/2014 4:00	18.15542373					
6/15/2014 4:30	18.15542373					
6/15/2014 5:00	18.09342373					
6/15/2014 5:30	18.09342373					
6/15/2014 6:00	18.03142373					
6/15/2014 6:30	18.03142373					
6/15/2014 7:00	17.96842373					
6/15/2014 7:30	17.84342373					
6/15/2014 8:00	17.71842373					
6/15/2014 8:30	17.65542373					
6/15/2014 9:00	17.59342373					
6/15/2014 9:30	17.53142373					
6/15/2014 10:00	17.40542373					
6/15/2014 10:30	16.65542373					
6/15/2014 11:00	17.03142373					
6/15/2014 11:30	16.40542373					
6/15/2014 12:00	17.09342373					
6/15/2014 12:30	17.40542373					
6/15/2014 13:00	17.46842373					
6/15/2014 13:30	17.53142373					
6/15/2014 14:00	17.53142373					
6/15/2014 14:30	17.53142373					
6/15/2014 15:00	17.46842373					
6/15/2014 15:30	17.46842373					
6/15/2014 16:00	17.40542373					
6/15/2014 16:30	17.40542373					
6/15/2014 17:00	17.21842373					
6/15/2014 17:30	16.78142373					
6/15/2014 18:00	16.59342373					
6/15/2014 18:30	16.53142373					
6/15/2014 19:00	16.53142373					
6/15/2014 19:30	16.53142373					
6/15/2014 20:00	16.53142373					
6/15/2014 20:30	16.46842373					
6/15/2014 21:00	16.46842373					
6/15/2014 21:30	16.40542373					
6/15/2014 22:00	16.34342373					
6/15/2014 22:30	16.15542373					
6/15/2014 23:00	16.28142373					
