Time_GMT	Temp_C					
9/23/2014 17:00	15.5					
9/23/2014 17:30	15.5					
9/23/2014 18:00	15.5					
9/23/2014 18:30	15.5					
9/23/2014 19:00	15.5					
9/23/2014 19:30	15.5					
9/23/2014 20:00	15.5					
9/23/2014 20:30	15.5					
9/23/2014 21:00	15.5					
9/23/2014 21:30	15.5					
9/23/2014 22:00	15.5					
9/23/2014 22:30	16					
9/23/2014 23:00	15.5					
9/23/2014 23:30	15.5					
9/24/2014 0:00	15.5					
9/24/2014 0:30	15.5					
9/24/2014 1:00	15.5					
9/24/2014 1:30	15.5					
9/24/2014 2:00	15.5					
9/24/2014 2:30	15.5					
9/24/2014 3:00	15.5					
9/24/2014 3:30	15.5					
9/24/2014 4:00	15.5					
9/24/2014 4:30	15.5					
9/24/2014 5:00	15.5					
9/24/2014 5:30	15.5					
9/24/2014 6:00	15.5					
9/24/2014 6:30	15.5					
9/24/2014 7:00	15.5					
9/24/2014 7:30	15.5					
9/24/2014 8:00	15.5					
9/24/2014 8:30	15.5					
9/24/2014 9:00	15.5					
9/24/2014 9:30	16					
9/24/2014 10:00	18.5					
9/24/2014 10:30	21					
9/24/2014 11:00	21					
9/24/2014 11:30	17.5					
9/24/2014 12:00	16.5					
9/24/2014 12:30	16.5					
9/24/2014 13:00	16.5					
9/24/2014 13:30	16.5					
9/24/2014 14:00	16.5					
9/24/2014 14:30	16					
9/24/2014 15:00	16					
9/24/2014 15:30	16					
9/24/2014 16:00	16					
9/24/2014 16:30	16					
9/24/2014 17:00	16					
9/24/2014 17:30	16					
9/24/2014 18:00	16					
9/24/2014 18:30	16					
9/24/2014 19:00	16					
9/24/2014 19:30	16					
9/24/2014 20:00	16					
9/24/2014 20:30	13.5					
9/24/2014 21:00	13					
9/24/2014 21:30	13					
9/24/2014 22:00	12.5					
9/24/2014 22:30	12.5					
9/24/2014 23:00	12					
9/24/2014 23:30	11.5					
9/25/2014 0:00	15					
9/25/2014 0:30	15.5					
9/25/2014 1:00	15.5					
9/25/2014 1:30	15.5					
9/25/2014 2:00	15.5					
9/25/2014 2:30	16					
9/25/2014 3:00	15.5					
9/25/2014 3:30	15.5					
9/25/2014 4:00	15.5					
9/25/2014 4:30	15.5					
9/25/2014 5:00	15.5					
9/25/2014 5:30	15.5					
9/25/2014 6:00	15.5					
9/25/2014 6:30	15.5					
9/25/2014 7:00	15.5					
9/25/2014 7:30	15.5					
9/25/2014 8:00	15.5					
9/25/2014 8:30	17					
9/25/2014 9:00	21.5					
9/25/2014 9:30	28					
9/25/2014 10:00	31.5					
9/25/2014 10:30	33.5					
9/25/2014 11:00	34.5					
9/25/2014 11:30	35					
9/25/2014 12:00	18.5					
9/25/2014 12:30	17					
9/25/2014 13:00	17					
9/25/2014 13:30	17					
9/25/2014 14:00	17					
9/25/2014 14:30	17					
9/25/2014 15:00	17					
9/25/2014 15:30	17					
9/25/2014 16:00	17					
9/25/2014 16:30	17					
9/25/2014 17:00	17					
9/25/2014 17:30	17					
9/25/2014 18:00	17					
9/25/2014 18:30	17					
9/25/2014 19:00	16.5					
9/25/2014 19:30	16.5					
9/25/2014 20:00	16.5					
9/25/2014 20:30	16.5					
9/25/2014 21:00	15.5					
9/25/2014 21:30	15.5					
9/25/2014 22:00	15.5					
9/25/2014 22:30	15.5					
9/25/2014 23:00	15.5					
9/25/2014 23:30	14.5					
9/26/2014 0:00	16					
9/26/2014 0:30	16.5					
9/26/2014 1:00	16.5					
9/26/2014 1:30	16.5					
9/26/2014 2:00	16.5					
9/26/2014 2:30	16.5					
